Size,J
6.419100953125,0.048413098125
5.761252517699,0.045552211677
5.101497428744,0.042400166292
4.528964355072,0.039377234688
4.183475798193,0.037392611973
3.78569534291199,0.034923058128
3.383056,0.03217392
2.910714288375,0.02853788618925
2.574390432192,0.025535753808
2.240853595048,0.022099327668
1.96468585137499,0.01871154326925
